Compound,Label,struct_file_path,range_MendeleevNumber,mean_MendeleevNumber,avg_dev_MendeleevNumber,maximum_AtomicWeight,range_AtomicWeight,mean_AtomicWeight,avg_dev_AtomicWeight,maximum_MeltingT,range_MeltingT,mean_MeltingT,avg_dev_MeltingT,range_Column,mean_Column,avg_dev_Column,mode_Column,maximum_Row,range_Row,mean_Row,avg_dev_Row,maximum_CovalentRadius,range_CovalentRadius,mean_CovalentRadius,avg_dev_CovalentRadius,mode_CovalentRadius,minimum_Electronegativity,maximum_Electronegativity,range_Electronegativity,mean_Electronegativity,avg_dev_Electronegativity,mode_Electronegativity,avg_dev_NsValence,mode_NsValence,range_NpValence,mean_NpValence,avg_dev_NpValence,mode_NpValence,minimum_NdValence,range_NdValence,mean_NdValence,avg_dev_NdValence,range_NfValence,avg_dev_NfValence,minimum_NValence,maximum_NValence,range_NValence,mean_NValence,avg_dev_NValence,mode_NValence,avg_dev_NsUnfilled,mode_NsUnfilled,minimum_NpUnfilled,maximum_NpUnfilled,range_NpUnfilled,mean_NpUnfilled,avg_dev_NpUnfilled,mode_NpUnfilled,range_NdUnfilled,avg_dev_NdUnfilled,range_NfUnfilled,avg_dev_NfUnfilled,minimum_NUnfilled,range_NUnfilled,mean_NUnfilled,avg_dev_NUnfilled,mode_NUnfilled,minimum_GSvolume_pa,range_GSvolume_pa,mean_GSvolume_pa,avg_dev_GSvolume_pa,mode_GSvolume_pa,avg_dev_GSbandgap,mode_GSbandgap,avg_dev_GSmagmom,maximum_SpaceGroupNumber,mean_SpaceGroupNumber,avg_dev_SpaceGroupNumber,mode_SpaceGroupNumber,minimum_oxidation_state,maximum_oxidation_state,range_oxidation_state,std_dev_oxidation_state,ewald_energy_per_atom,mean_absolute_deviation_in_relative_bond_length,max_relative_bond_length,min_relative_bond_length,minimum_neighbor_distance_variation,maximum_neighbor_distance_variation,range_neighbor_distance_variation,mean_neighbor_distance_variation,avg_dev_neighbor_distance_variation,mean_absolute_deviation_in_relative_cell_size,gii,struct_ordered,struct_disordered,avg_mm_dists,max_mx_dists,min_mx_dists,avg_mx_dists,max_xx_dists,min_xx_dists,avg_xx_dists,v_m,v_x,iv_p1,est_hubbard_u,est_charge_trans,volume_per_site
FeO,1,../data/Structures/Insulators/FeO_CollCode_82233.cif,32,71,16,55.845,39.8456,35.9222,19.9228,1811,1756.2,932.9,878.1,8,12,4,8,4,2,3,1,132,66,99,33,66,1.83,3.44,1.61,2.635,0.805,1.83,0,2,4,2,2,0,0,6,3,3,0,0,6,8,2,7,1,6,0,0,0,2,2,1,1,0,4,2,0,0,2,2,3,1,2,9.105,1.625,9.9175,0.8125,9.105,0,0,1.0553314,229,120.5,108.5,12,-2,2,4,2.828427125,-23.26803728,5.55112E-17,1,1,0,2.05312E-16,2.05312E-16,5.56053E-17,7.48532E-17,2.19417E-16,0.083314943,1,0,3.058943935,2.163,2.163,2.163,3.058943935,3.058943935,3.058943935,-23.26797098,23.26797098,30.651,9.744407415,15.96866752,10.11974475
FeS2,1,../data/Structures/Insulators/FeS2_CollCode_316.cif,33,77,14.66666667,55.845,23.78,39.99166667,10.56888889,1811,1422.64,862.5733333,632.2844444,8,13.33333333,3.555555556,16,4,1,3.333333333,0.444444444,132,27,114,12,105,1.83,2.58,0.75,2.33,0.333333333,2.58,0,2,4,2.666666667,1.777777778,4,0,6,2,2.666666667,0,0,6,8,2,6.666666667,0.888888889,6,0,0,0,2,2,1.333333333,0.888888889,2,4,1.777777778,0,0,2,2,2.666666667,0.888888889,2,10.73,15.056875,20.76791667,6.691944444,25.786875,0.978666667,2.202,0.938072356,229,123,70.66666667,70,-2,3,5,2.645751311,-10.04987679,0.048868637,1.036651478,0.926697044,0.025020065,0.164085731,0.139065666,0.117730509,0.061806963,0.080003892,0.151885308,1,0,3.838246319,2.268708177,2.268708177,2.268708177,3.084685673,2.161649208,2.853926557,-19.77445917,10.37347799,30.651,10.70017783,12.32765099,13.32791682
Gd2CuO4,1,../data/Structures/Insulators/Gd2CuO4_CollCode_65015.cif,60,66.57142857,23.34693878,157.25,141.2506,63.14908571,53.8853551,1586,1531.2,678.4242857,712.7134694,13,11.57142857,5.06122449,16,6,4,3.428571429,1.632653061,196,130,112.5714286,53.2244898,66,1.2,3.44,2.24,2.58,0.982857143,3.44,0.244897959,2,4,2.285714286,1.959183673,4,0,10,1.714285714,2.367346939,7,2.857142857,6,11,5,7.857142857,2.12244898,6,0.244897959,0,0,2,2,1.142857143,0.979591837,2,9,3.673469388,7,2.857142857,1,15,5.857142857,5.795918367,2,9.105,22.945,15.94142857,9.204897959,9.105,0,0,0,225,94.42857143,94.20408163,12,-2,3,5,3.082207001,-28.97181863,0.024304728,1.042533273,0.978401419,0.090213913,0.275390368,0.185176455,0.144827497,0.037303677,0.056535882,0.201875317,1,0,3.892,1.946,1.946,1.946,2.9695,2.752059592,2.824539728,-24.96842162,21.98114801,36.841,12.8488027,11.54674904,12.85171093
Gd2Ti2O7,1,../data/Structures/Insulators/Gd2Ti2O7_SD_0308915.cif,60,68.09090909,24.0661157,157.25,141.2506,47.47543636,40.06040992,1941,1886.2,676.1454545,790.8033058,13,11.45454545,5.785123967,16,6,4,3.090909091,1.388429752,196,130,106.7272727,51.83471074,66,1.2,3.44,2.24,2.687272727,0.958016529,3.44,0,2,4,2.545454545,1.851239669,4,0,2,0.545454545,0.694214876,7,2.082644628,4,10,6,6.363636364,1.32231405,6,0,0,0,2,2,1.272727273,0.925619835,2,9,3.933884298,7,2.082644628,2,14,5.636363636,4.628099174,2,9.105,22.945,14.65590909,7.064793388,9.105,0,0,6.70413E-06,194,78.18181818,84.23140496,12,-2,4,6,3.661454629,-40.29059695,0.071615491,1.076617078,0.803057399,5.73048E-17,0.196758637,0.196758637,0.094012527,0.044198534,0.140574318,0.276581112,1,0,3.592809555,1.937399625,1.937399625,1.937399625,3.633862998,2.654712758,3.043908155,-46.71995367,24.213211,99.299,52.02392204,12.5227162,11.92490422
Gd2TiO5,1,../data/Structures/Insulators/Gd2TiO5_CollCode_195211.cif,60,66.5,25.625,157.25,141.2506,55.2955,50.97725,1941,1886.2,673.375,773.21875,13,11.25,5.9375,16,6,4,3.25,1.5625,196,130,110.25,55.3125,66,1.2,3.44,2.24,2.6425,0.996875,3.44,0,2,4,2.5,1.875,4,0,2,0.5,0.625,7,2.625,4,10,6,6.75,1.625,6,0,0,0,2,2,1.25,0.9375,2,9,4.0625,7,2.625,2,14,6.25,5.3125,2,9.105,22.945,15.789375,8.35546875,9.105,0,0,4.92917E-06,194,80.25,85.3125,12,-2,4,6,3.564531155,-37.13615642,0.075504679,1.130918631,0.771077046,0.020452324,0.215395143,0.194942819,0.111178928,0.0603078,0.149045061,0.156943794,1,0,3.757348,1.969826731,1.78864501,1.897597476,3.500100891,2.546632677,2.977270844,-44.21072644,25.32038231,99.299,52.19943279,10.96476422,13.93758697
GdTiO3,1,../data/Structures/Insulators/GdTiO3_CollCode_8149.cif,60,66.2,24.96,157.25,141.2506,50.62304,42.650784,1941,1886.2,738.28,820.176,13,11,6,16,6,4,3.2,1.44,196,130,110.8,53.76,66,1.2,3.44,2.24,2.612,0.9936,3.44,0,2,4,2.4,1.92,4,0,2,0.6,0.72,7,2.24,4,10,6,6.4,1.44,6,0,0,0,2,2,1.2,0.96,2,9,4.08,7,2.24,2,14,6,4.8,2,9.105,22.945,15.211,7.3272,9.105,0,0,7.21067E-06,194,84.8,87.36,12,-2,3,5,3.273268354,-33.14161626,0.062472205,1.045846551,0.843819487,0.018143577,0.159585384,0.141441806,0.103074256,0.044803335,0.112101847,0.06980335,1,0,3.876100922,2.075421789,2.013823376,2.038595738,3.223880802,2.838314725,2.924929462,-35.35389461,23.01452062,43.26717,12.06047675,16.10237501,11.76100694
GdVO4,1,../data/Structures/Insulators/GdVO4_CollCode_152692.cif,60,70.16666667,22.44444444,157.25,141.2506,45.36485,39.15393333,2183,2128.2,664.7,813.2,13,12,5.333333333,16,6,4,3,1.333333333,196,130,102.1666667,48.22222222,66,1.2,3.44,2.24,2.765,0.9,3.44,0,2,4,2.666666667,1.777777778,4,0,3,0.666666667,0.888888889,7,1.944444444,5,10,5,6.5,1.166666667,6,0,0,0,2,2,1.333333333,0.888888889,2,9,3.555555556,7,1.944444444,2,14,5.166666667,4.222222222,2,9.105,22.945,13.58,6.156666667,9.105,0,0,0,229,78.5,88.66666667,12,-2,5,7,4.082482905,-49.50491968,0.113262365,1.084946774,0.675412697,0.037769025,0.18703508,0.149266055,0.147081063,0.053272023,0.188671483,0.864794877,1,0,3.930008235,1.603853148,1.603853148,1.603853148,3.494938168,2.59796712,3.020207742,-57.24838463,27.37430835,128.125,59.1793246,2.652067089,13.66454042
HgO,1,../data/Structures/Insulators/HgO_CollCode_14124.cif,16,79,8,200.59,184.5906,108.2947,92.2953,234.32,179.52,144.56,89.76,4,14,2,12,6,4,4,2,132,66,99,33,66,2,3.44,1.44,2.72,0.72,2,0,2,4,2,2,0,0,10,5,5,14,7,6,26,20,16,10,6,0,0,0,2,2,1,1,0,0,0,0,0,0,2,1,1,0,9.105,16.13258621,17.1712931,8.066293103,9.105,0,0,0,166,89,77,12,-2,2,4,2.828427125,-20.87673096,0.001960877,1.001960877,0.998039123,0.165569256,0.167692613,0.002123357,0.166630934,0.001061679,0.003282342,0.20184918,1,0,3.544133167,2.81631301,2.038722002,2.307416558,3.578635548,3.397068129,3.485547586,-20.87630412,20.87605454,34.49,11.67017601,9.044078632,16.07241003
Ho2O3,1,../data/Structures/Insulators/Ho2O3_CollCode_80038.cif,54,65.4,25.92,164.93032,148.93092,75.571768,71.4868416,1747,1692.2,731.68,812.256,13,10.8,6.24,16,6,4,3.6,1.92,192,126,116.4,60.48,66,1.23,3.44,2.21,2.556,1.0608,3.44,0,2,4,2.4,1.92,4,0,0,0,0,11,5.28,6,13,7,8.8,3.36,6,0,0,0,2,2,1.2,0.96,2,0,0,3,1.44,2,1,2.4,0.48,2,9.105,21.62833333,17.75633333,10.3816,9.105,0,0,0,194,84.8,87.36,12,-2,3,5,3.535533906,-31.57719396,0.068920168,1.057433473,0.908943228,3.24445E-17,0.164723026,0.164723026,0.109236463,0.066583876,0.11984506,0.035302108,1,0,3.765225283,2.407033322,2.208240403,2.29397273,3.687143543,2.968163668,3.278288878,-30.65307398,21.87827319,42.52,15.9056206,15.75336413,14.92269944
HoTiO3,1,../data/Structures/Insulators/HoTiO3_SD_0545947.cif,54,67.4,23.52,164.93032,148.93092,52.159104,45.1084864,1941,1886.2,770.48,858.816,13,11,6,16,6,4,3.2,1.44,192,126,110,52.8,66,1.23,3.44,2.21,2.618,0.9864,3.44,0,2,4,2.4,1.92,4,0,2,0.4,0.64,11,3.52,4,13,9,7,2.4,6,0,0,0,2,2,1.2,0.96,2,8,2.56,3,0.96,2,6,3.4,1.84,2,9.105,21.62833333,14.94766667,7.0112,9.105,0,0,7.21067E-06,194,84.8,87.36,12,-2,3,5,3.273268354,-33.37959478,0.065176267,1.045309875,0.837059332,0.01422033,0.157353539,0.143133209,0.101709168,0.044744828,0.116620164,0.175957706,1,0,3.850555863,2.042475563,1.985928322,2.013489568,3.256880623,2.797561352,2.901259587,-35.94392273,23.20101961,43.26717,12.0358311,16.79082727,11.52381675
HoVO4,1,../data/Structures/Insulators/HoVO4_CollCode_78079.cif,54,71.16666667,21.11111111,164.93032,148.93092,46.64490333,40.86067111,2183,2128.2,691.5333333,848.9777778,13,12,5.333333333,16,6,4,3,1.333333333,192,126,101.5,47.33333333,66,1.23,3.44,2.21,2.77,0.893333333,3.44,0,2,4,2.666666667,1.777777778,4,0,3,0.5,0.833333333,11,3.055555556,5,13,8,7,2,6,0,0,0,2,2,1.333333333,0.888888889,2,7,1.944444444,3,0.833333333,2,5,3,1.333333333,2,9.105,21.62833333,13.36055556,5.790925926,9.105,0,0,0,229,78.5,88.66666667,12,-2,5,7,4.082482905,-47.61280777,0.105253852,1.078940389,0.730548525,0.02764426,0.188988787,0.161344527,0.147600517,0.05518436,0.178993547,0.167750007,1,0,3.892976046,1.707916554,1.707916554,1.707916554,3.614288133,2.62257814,3.044040591,-53.15300834,26.13110735,128.125,59.14447032,-2.139470645,13.29433334
KVO3,1,../data/Structures/Insulators/KVO3_CollCode_1486.cif,84,62,30,50.9415,34.9421,27.6076,13.92984,2183,2128.2,536.786,658.4856,15,10.8,6.24,16,4,2,2.8,0.96,203,137,110.8,53.76,66,0.82,3.44,2.62,2.554,1.0632,3.44,0.32,2,4,2.4,1.92,4,0,3,0.6,0.96,0,0,1,6,5,4.8,1.52,6,0.32,0,0,2,2,1.2,0.96,2,7,2.24,0,0,1,6,2.8,1.68,2,9.105,64.00166667,22.68633333,20.16813333,9.105,0,0,0,229,98.8,104.16,12,-2,5,7,3.683941988,-43.98081836,0.128986609,1.142646649,0.69544381,0.079266967,0.220821898,0.141554931,0.147572291,0.044512345,0.207872473,0.179319551,1,0,3.420420473,1.806291178,1.639657423,1.723875904,3.598156529,2.69131495,3.083042686,-52.44438486,32.14794991,128.125,58.63344361,3.246802306,15.8670073
La2CoO4,1,../data/Structures/Insulators/La2CoO4_CollCode_16404.cif,74,61.71428571,28.89795918,138.90547,122.90607,57.24881929,47.14219347,1768,1713.2,624.7428571,651.3632653,13,11.28571429,5.387755102,16,6,4,3.428571429,1.632653061,207,141,114.8571429,55.83673469,66,1.1,3.44,2.34,2.548571429,1.01877551,3.44,0,2,4,2.285714286,1.959183673,4,0,7,1.285714286,1.632653061,0,0,3,9,6,5.571428571,1.469387755,6,0,0,0,2,2,1.142857143,0.979591837,2,9,3.428571429,0,0,2,7,4.142857143,2.775510204,2,9.105,27.7925,17.20857143,11.25081633,9.105,0,0,0.379217437,194,90,89.14285714,12,-2,3,5,3.082207001,-27.58884524,0.07729619,1.084435125,0.781806086,0.026886074,0.119234218,0.092348145,0.075215622,0.034038723,0.206290013,0.447730093,1,0,3.881309186,2.033070222,1.943865234,1.97360023,3.523104819,2.713487755,2.919435217,-30.90669521,20.36828513,33.5,12.70560182,19.18363122,13.50214992
La2CuO4,1,../data/Structures/Insulators/La2CuO4_CollCode_71795.cif,74,62.57142857,28.32653061,138.90547,122.90607,57.90779143,47.89530449,1357.77,1302.97,566.1385714,584.3869388,13,11.57142857,5.06122449,16,6,4,3.428571429,1.632653061,207,141,115.7142857,56.81632653,66,1.1,3.44,2.34,2.551428571,1.015510204,3.44,0.244897959,2,4,2.285714286,1.959183673,4,0,10,1.714285714,2.367346939,0,0,3,11,8,5.857142857,1.632653061,6,0.244897959,0,0,2,2,1.142857143,0.979591837,2,9,3.673469388,0,0,1,8,3.857142857,2.93877551,2,9.105,27.7925,17.32642857,11.18346939,9.105,0,0,0,225,94.42857143,94.20408163,12,-2,3,5,3.082207001,-14.33522519,0.184056086,1.288294035,0.72409472,0.051536181,0.551596582,0.500060402,0.284950355,0.185355239,0.354660829,0.190430178,0,1,3.800029737,2.458309783,1.902223613,2.227146018,0.749490822,0.321,0.606660548,-27.99875941,21.05548221,36.841,12.75925807,14.58551882,7.302019931
La2O3,1,../data/Structures/Insulators/La2O3_CollCode_56771.cif,74,57.4,35.52,138.90547,122.90607,65.161828,58.9949136,1193,1138.2,510.08,546.336,13,10.8,6.24,16,6,4,3.6,1.92,207,141,122.4,67.68,66,1.1,3.44,2.34,2.504,1.1232,3.44,0,2,4,2.4,1.92,4,0,1,0.4,0.48,0,0,3,6,3,4.8,1.44,6,0,0,0,2,2,1.2,0.96,2,9,4.32,0,0,2,7,4.8,3.36,2,9.105,27.7925,20.222,13.3404,9.105,0,0,0,194,84.8,87.36,12,-2,3,5,3.535533906,-29.40822457,0.049957239,1.054544027,0.89786205,0.027106278,0.136235795,0.109129516,0.09691858,0.036949576,0.094733003,0.283363664,1,0,3.856240713,2.727266722,2.365241997,2.533447874,3.141072793,2.895968168,3.059371252,-29.00809124,20.11557814,49.95,27.03858404,16.551738,16.4480603
La2RuO5,1,../data/Structures/Insulators/La4Ru2O10_HT_CollCode_170765.cif,74,64.625,27.96875,138.90547,122.90607,57.3597425,51.70042813,2607,2552.2,658.375,754.46875,13,11.75,5.3125,16,6,4,3.375,1.71875,207,141,111.25,56.5625,66,1.1,3.44,2.34,2.7,0.925,3.44,0.21875,2,4,2.5,1.875,4,0,7,1.125,1.46875,0,0,3,8,5,5.5,1.25,6,0.21875,0,0,2,2,1.25,0.9375,2,9,3.28125,0,0,2,7,4,2.5,2,9.105,27.7925,16.60375,10.146875,9.105,0,0,0,194,80.25,85.3125,12,-2,4,6,3.564531155,-35.59839269,0.053826457,1.048737769,0.78469417,0.024974203,0.134564688,0.109590485,0.097027685,0.021352428,0.094163617,0.164093926,1,0,3.976325199,2.064546741,1.93920771,2.008909659,3.502699004,2.649388972,2.940900932,-42.36413577,26.22381138,59,10.37865384,8.709237899,13.07546376
La2TiO5,1,../data/Structures/Insulators/La2TiO5_CollCode_195207.cif,74,63,30,138.90547,122.90607,50.7093675,44.09805125,1941,1886.2,575.125,650.40625,13,11.25,5.9375,16,6,4,3.25,1.5625,207,141,113,58.75,66,1.1,3.44,2.34,2.6175,1.028125,3.44,0,2,4,2.5,1.875,4,0,2,0.5,0.625,0,0,3,6,3,5,1.25,6,0,0,0,2,2,1.25,0.9375,2,9,4.0625,0,0,2,7,4.5,3.125,2,9.105,27.7925,17.00125,9.948125,9.105,0,0,4.92917E-06,194,80.25,85.3125,12,-2,4,6,3.564531155,-36.1553615,0.071744252,1.120136245,0.754935248,0.031814443,0.200680865,0.168866422,0.110734479,0.050153841,0.142316262,0.142969692,1,0,3.94358,2.029641405,1.792792733,1.92421071,3.499792408,2.616169578,2.976373686,-43.87604316,23.8271659,99.299,52.38041428,9.241817045,15.47148643
La2Zr2O7,1,../data/Structures/Insulators/La2Zr2O7_CollCode_51573.cif,74,65.72727273,27.07438017,138.90547,122.90607,52.02315818,45.8484195,2128,2073.2,638.6909091,743.1338843,13,11.45454545,5.785123967,16,6,4,3.272727273,1.619834711,207,141,111.4545455,57.85123967,66,1.1,3.44,2.34,2.630909091,1.029752066,3.44,0,2,4,2.545454545,1.851239669,4,0,2,0.545454545,0.694214876,0,0,3,6,3,5.090909091,1.157024793,6,0,0,0,2,2,1.272727273,0.925619835,2,9,3.933884298,0,0,2,7,4.363636364,3.008264463,2,9.105,27.7925,16.72,9.691818182,9.105,0,0,0,194,78.18181818,84.23140496,12,-2,4,6,3.661454629,-37.60323898,0.068240571,1.076626477,0.820060271,0,0.185316764,0.185316764,0.092823223,0.047865861,0.124306353,0.179907027,1,0,3.818270552,2.098659605,2.098659605,2.098659605,3.17835171,2.783411439,3.005704122,-42.29256171,22.50461106,80.348,42.15839074,15.8066411,14.31371621
LaCrO3,1,../data/Structures/Insulators/LaCrO3_CollCode_50755.cif,74,64.6,26.88,138.90547,122.90607,47.779954,38.1366648,2180,2125.2,707.48,783.216,13,11.4,5.52,16,6,4,3.2,1.44,207,141,108.8,51.36,66,1.1,3.44,2.34,2.616,0.9888,3.44,0.32,2,4,2.4,1.92,4,0,5,1.2,1.52,0,0,3,6,3,5.4,0.96,6,0.32,0,0,2,2,1.2,0.96,2,9,3.36,0,0,2,7,4.2,2.64,2,9.105,27.7925,15.0805,8.7268,9.105,0,0,0,229,91.8,95.76,12,-2,3,5,3.273268354,-33.097314,0.078761418,1.090068893,0.803096455,0.008600052,0.130481767,0.121881716,0.091617076,0.042549652,0.139192598,0.065991414,1,0,3.883547309,1.990943313,1.950606505,1.969495664,3.630099079,2.728157151,2.920868288,-37.50195467,22.35437556,49.16,14.49313993,13.87517546,11.72652195
LaFeO3,1,../data/Structures/Insulators/LaFeO3_CollCode_78062.cif,74,65.8,25.44,138.90547,122.90607,48.549734,39.0604008,1811,1756.2,633.68,694.656,13,11.8,5.04,16,6,4,3.2,1.44,207,141,107.4,49.68,66,1.1,3.44,2.34,2.65,0.948,3.44,0,2,4,2.4,1.92,4,0,6,1.4,1.84,0,0,3,8,5,5.8,1.12,6,0,0,0,2,2,1.2,0.96,2,9,3.12,0,0,2,7,3.8,2.16,2,9.105,27.7925,14.9885,8.7636,9.105,0,0,0.675412096,229,91.8,95.76,12,-2,3,5,3.273268354,-32.76428573,0.069737742,1.110910941,0.83840107,0.002984455,0.167315671,0.164331217,0.111034079,0.056648372,0.118219382,0.042807324,1,0,3.930578796,2.008959989,2.002080986,2.006580413,3.495209127,2.803717268,2.950094174,-36.63463903,22.21241897,54.91,20.59550647,13.30902823,12.14503567
LaMnO3,1,../data/Structures/Insulators/LaMnO3_CollCode_50334.cif,74,65.2,26.16,138.90547,122.90607,48.368343,38.8427316,1519,1464.2,575.28,624.576,13,11.6,5.28,16,6,4,3.2,1.44,207,141,108.8,51.36,66,1.1,3.44,2.34,2.594,1.0152,3.44,0,2,4,2.4,1.92,4,0,5,1.2,1.52,0,0,3,7,4,5.6,1.04,6,0,0,0,2,2,1.2,0.96,2,9,3.36,0,0,2,7,4,2.4,2,9.105,27.7925,14.94001724,8.782993103,9.105,0,0,9.92386E-05,217,89.4,92.88,12,-2,3,5,3.273268354,-32.83102388,0.0750391,1.070035983,0.812402251,0.054227293,0.144562319,0.090335026,0.104451669,0.033567727,0.13284721,0.086266164,1,0,3.918320615,2.180032049,1.905503187,2.01794311,3.469091632,2.731523318,2.950645977,-36.58885966,22.49393779,51.21,13.86704549,10.56817573,12.23981774
LaRhO3,1,../data/Structures/Insulators/LaRhO3_CollCode_172347.cif,74,66.6,24.48,138.90547,122.90607,57.961834,50.3549208,2237,2182.2,718.88,796.896,13,12,4.8,16,6,4,3.4,1.68,207,141,109.4,52.08,66,1.1,3.44,2.34,2.74,0.84,3.44,0.32,2,4,2.4,1.92,4,0,8,1.8,2.48,0,0,3,9,6,6,1.2,6,0.32,0,0,2,2,1.2,0.96,2,9,2.72,0,0,2,7,3.6,2.16,2,9.105,27.7925,15.5705,8.5308,9.105,0,0,0,225,91,94.8,12,-2,3,5,3.273268354,-32.52418281,0.068428533,1.046089041,0.828928667,0.009118481,0.150933405,0.141814924,0.101219154,0.044985423,0.121856006,0.101178439,1,0,3.958710108,2.066638717,2.041607535,2.053106415,3.343490502,2.890934176,2.971776152,-35.3955117,22.35449577,42,7.302539916,11.96559982,12.43378882
LaTiO3,1,../data/Structures/Insulators/LaTiO3_CollCode_8146.cif,74,63.4,28.32,138.90547,122.90607,46.954134,37.1456808,1941,1886.2,659.68,725.856,13,11,6,16,6,4,3.2,1.44,207,141,113,56.4,66,1.1,3.44,2.34,2.592,1.0176,3.44,0,2,4,2.4,1.92,4,0,2,0.6,0.72,0,0,3,6,3,5,1.2,6,0,0,0,2,2,1.2,0.96,2,9,4.08,0,0,2,7,4.6,3.12,2,9.105,27.7925,16.1805,8.4906,9.105,0,0,7.21067E-06,194,84.8,87.36,12,-2,3,5,3.273268354,-32.53925109,0.076011785,1.077013716,0.809970538,0.004265938,0.134516739,0.1302508,0.094247919,0.044962246,0.134463605,0.061213383,1,0,3.954808953,2.023002127,2.015177218,2.017912381,3.449032116,2.822364945,2.965797069,-36.43471288,22.08439341,43.26717,12.1344118,16.1806659,12.37668093
LaVO3,1,../data/Structures/Insulators/LaVO3_HT_CollCode_73898.cif,74,64,27.6,138.90547,122.90607,47.569034,37.8835608,2183,2128.2,708.08,783.936,13,11.2,5.76,16,6,4,3.2,1.44,207,141,111.6,54.72,66,1.1,3.44,2.34,2.61,0.996,3.44,0,2,4,2.4,1.92,4,0,3,0.8,0.96,0,0,3,6,3,5.2,0.96,6,0,0,0,2,2,1.2,0.96,2,9,3.84,0,0,2,7,4.4,2.88,2,9.105,27.7925,15.4445,8.5812,9.105,0,0,0,229,91.8,95.76,12,-2,3,5,3.273268354,-32.7885831,0.076013037,1.076872816,0.809967407,0.003003624,0.135296815,0.132293191,0.094738435,0.045202443,0.134282513,0.020531712,1,0,3.925977036,2.004440895,2.002177594,2.003490835,3.460551263,2.802109447,2.945394232,-36.70184845,22.25025422,46.709,13.73011237,14.74290647,12.10749253
LaYbO3,1,../data/Structures/Insulators/LaYbO3_CollCode_189419.cif,74,62.6,29.28,173.054,157.0546,71.991534,67.1905608,1193,1138.2,489.88,522.096,13,10.8,6.24,16,6,4,3.6,1.92,207,141,118.4,62.88,66,1.1,3.44,2.34,2.536,1.0848,3.44,0,2,4,2.4,1.92,4,0,1,0.2,0.32,14,4.48,3,16,13,7.4,3.44,6,0,0,0,2,2,1.2,0.96,2,9,2.88,0,0,0,9,3,2.4,2,9.105,27.7925,19.6665,12.6738,9.105,0,0,0,225,91,94.8,12,-2,3,5,3.273268354,-30.81349266,0.057894229,1.046238833,0.855264427,0.011040481,0.161696992,0.150656511,0.114822864,0.045303953,0.101641837,0.159087248,1,0,4.166728516,3.002978208,2.365775445,2.66385575,3.381129411,3.075630886,3.173281988,-28.0738283,21.2587388,49.95,27.3168353,17.03888438,14.79703879
LiVO2,1,../data/Structures/Insulators/LiVO2_HT_CollCode_202541.cif,86,55.25,31.75,50.9415,44.0005,22.470325,14.2355875,2183,2128.2,686.5725,748.21375,15,9.5,6.5,16,4,2,2.5,0.75,153,87,103.25,37.25,66,0.98,3.44,2.46,2.3725,1.0675,3.44,0.375,2,4,2,2,4,0,3,0.75,1.125,0,0,1,6,5,4.5,1.75,6,0.375,0,0,2,2,1,1,2,7,2.625,0,0,1,6,3,2,2,9.105,7.488333333,11.95333333,2.848333333,9.105,0,0,0,229,120.5,108.5,12,-2,3,5,2.683281573,-26.52181586,0.022616003,1.045232006,0.955424843,0.001770321,0.061313236,0.059542915,0.037549696,0.017889687,0.040786105,0.070126416,1,0,2.9132,2.020985833,2.020985833,2.020985833,3.129562579,2.801928034,2.948230204,-31.84497106,24.99492988,46.709,12.45500216,12.69292262,8.966912476
Lu2O3,1,../data/Structures/Insulators/Lu2O3_CollCode_428543.cif,46,68.6,22.08,174.9668,158.9674,79.58636,76.304352,1936,1881.2,807.28,902.976,13,10.8,6.24,16,6,4,3.6,1.92,187,121,114.4,58.08,66,1.27,3.44,2.17,2.572,1.0416,3.44,0,2,4,2.4,1.92,4,0,1,0.4,0.48,14,6.72,6,17,11,10.4,5.28,6,0,0,0,2,2,1.2,0.96,2,9,4.32,0,0,2,7,4.8,3.36,2,9.105,19.76,17.009,9.4848,9.105,0,0,0.001078608,194,84.8,87.36,12,-2,3,5,3.535533906,-32.38445097,0.069854752,1.058212293,0.911255205,2.20835E-05,0.166034504,0.166012421,0.105537543,0.072596354,0.120228066,0.020425619,1,0,3.680389377,2.292007455,2.188593352,2.233436897,3.850216933,2.873055957,3.261985817,-31.51766268,22.43095745,45.249,20.37706561,18.83109863,13.91528886
LuFeO3,1,../data/Structures/Insulators/LuFeO3_CollCode_27285.cif,46,71.4,18.72,174.9668,158.9674,55.762,47.71512,1936,1881.2,782.28,872.976,13,11.8,5.04,16,6,4,3.2,1.44,187,121,103.4,44.88,66,1.27,3.44,2.17,2.684,0.9072,3.44,0,2,4,2.4,1.92,4,0,6,1.4,1.84,14,4.48,6,17,11,8.6,3.36,6,0,0,0,2,2,1.2,0.96,2,9,3.12,0,0,2,7,3.8,2.16,2,9.105,19.76,13.382,6.1932,9.105,0,0,0.675232328,229,91.8,95.76,12,-2,3,5,3.273268354,-33.97153808,0.058436203,1.047789006,0.853909492,0.01029826,0.164623563,0.154325303,0.106527929,0.048571736,0.103021713,0.074530639,1,0,3.798211201,2.023949496,1.997246761,2.009800722,3.390330594,2.778920712,2.933741018,-35.65842874,23.63465053,54.91,20.46783378,13.76654796,10.93767029
