Compound,Label,struct_file_path,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,ewald_energy_per_atom,mean absolute deviation in relative bond length,max relative bond length,min relative bond length,minimum neighbor distance variation,maximum neighbor distance variation,range neighbor distance variation,mean neighbor distance variation,avg_dev neighbor distance variation,mean absolute deviation in relative cell size,gii,struct_ordered,struct_disordered,max_mm_dists,min_mm_dists,avg_mm_dists,max_mx_dists,min_mx_dists,avg_mx_dists,max_xx_dists,min_xx_dists,avg_xx_dists,v_m,v_x,iv,iv_p1,est_hubbard_u,est_charge_trans,volume_per_site
Rh2O3,1,../data/Structures/Insulators/Rh2O3_CollCode_108941.cif,8,45,37,22.8,17.76,8,59,87,28,75.8,13.44,87,15.9994,102.9055,86.9061,50.76184,41.714928,15.9994,54.8,2237,2182.2,927.68,1047.456,54.8,9,16,7,13.2,3.36,16,2,5,3,3.2,1.44,2,66,142,76,96.4,36.48,66,2.28,3.44,1.16,2.976,0.5568,3.44,1,2,1,1.6,0.48,2,0,4,4,2.4,1.92,4,0,8,8,3.2,3.84,0,0,0,0,0,0,0,6,9,3,7.2,1.44,6,0,1,1,0.4,0.48,0,0,2,2,1.2,0.96,2,0,2,2,0.8,0.96,0,0,0,0,0,0,0,2,3,1,2.4,0.48,2,9.105,13.64,4.535,10.919,2.1768,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,97.2,102.24,12,-2,3,5,3.535533906,-35.26329806,0.073863693,1.061553078,0.907670383,0.010302315,0.174491707,0.164189392,0.10881595,0.078810908,0.129697893,0.107451374,1,0,3.518731032,2.715188,3.07391852,2.0494003,2.032390672,2.040895486,2.936987688,2.619666225,2.818668435,-34.09646262,24.67435572,31.06,42,6.255539463,12.94444751,10.51186673
La2RuO5,1,../data/Structures/Insulators/La4Ru2O10_HT_CollCode_170765.cif,8,57,49,24.75,20.9375,8,13,87,74,64.625,27.96875,87,15.9994,138.90547,122.90607,57.3597425,51.70042813,15.9994,54.8,2607,2552.2,658.375,754.46875,54.8,3,16,13,11.75,5.3125,16,2,6,4,3.375,1.71875,2,66,207,141,111.25,56.5625,66,1.1,3.44,2.34,2.7,0.925,3.44,1,2,1,1.875,0.21875,2,0,4,4,2.5,1.875,4,0,7,7,1.125,1.46875,0,0,0,0,0,0,0,3,8,5,5.5,1.25,6,0,1,1,0.125,0.21875,0,0,2,2,1.25,0.9375,2,0,9,9,2.625,3.28125,0,0,0,0,0,0,0,2,9,7,4,2.5,2,9.105,36.8975,27.7925,16.60375,10.146875,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,80.25,85.3125,12,-2,4,6,3.564531155,-35.59839269,0.053826457,1.048737769,0.78469417,0.024974203,0.134564688,0.109590485,0.097027685,0.021352428,0.094163617,0.164093926,1,0,3.977682698,3.974967699,3.976325199,2.064546741,1.93920771,2.008909659,3.502699004,2.649388972,2.940900932,-42.36413577,26.22381138,45,59,10.37865384,8.709237899,13.07546376
Sr2SnO4,1,../data/Structures/Insulators/Sr2SnO4_CollCode_150387.cif,8,50,42,22.57142857,16.65306122,8,8,87,79,63.42857143,31.67346939,87,15.9994,118.71,102.7106,51.13537143,40.15539592,15.9994,54.8,1050,995.2,403.4685714,398.4783673,54.8,2,16,14,11.71428571,5.551020408,16,2,5,3,3.285714286,1.469387755,2,66,195,129,113.2857143,54.04081633,66,0.95,3.44,2.49,2.517142857,1.054693878,3.44,2,2,0,2,0,2,0,4,4,2.571428571,1.632653061,4,0,10,10,1.428571429,2.448979592,0,0,0,0,0,0,0,2,14,12,6,2.285714286,6,0,0,0,0,0,0,0,4,4,1.714285714,0.979591837,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.714285714,0.979591837,2,9.105,54.23,45.125,25.45214286,18.68244898,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91.28571429,90.6122449,12,-2,4,6,3.16227766,-30.52593235,0.063993321,1.059914897,0.783188234,0.010342889,0.119640279,0.10929739,0.080474301,0.037669217,0.18359954,0.272823464,1,0,6.953409677,6.953409677,6.953409677,2.065498803,2.027465,2.046481902,3.616299357,2.8672685,3.010119585,-42.72088881,24.37756377,40.74,77.03,34.21912389,11.61134176,14.87976616
SrMnO3,1,../data/Structures/Insulators/SrMnO3_Hex_CollCode_202615.cif,8,38,30,17.4,11.28,8,8,87,79,64.2,27.36,87,15.9994,87.62,71.6206,38.111249,26.5342188,15.9994,54.8,1519,1464.2,546.68,590.256,54.8,2,16,14,11.4,5.52,16,2,5,3,3,1.2,2,66,195,129,106.4,48.48,66,0.95,3.44,2.49,2.564,1.0512,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,0,0,0,0,0,2,7,5,5.4,1.36,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,0,5,5,2.2,1.12,2,9.105,54.23,45.125,18.40651724,14.3293931,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20241E-05,9.92386E-05,0,12,225,213,95.6,100.32,12,-2,4,6,3.380617019,-36.96185444,0.091480291,1.131594504,0.771299273,0.006613919,0.137198563,0.130584644,0.082718812,0.055517063,0.166648293,0.151607763,1,0,2.49980224,2.49980224,2.49980224,1.906084861,1.872145286,1.889115074,2.724119035,2.49253286,2.685118166,-45.10015212,25.76565125,51.21,72.41,15.43968434,4.322555994,11.63771115
Sm2O3,1,../data/Structures/Insulators/Sm2O3_HT_CollCode_261888.cif,8,62,54,29.6,25.92,8,23,87,64,61.4,30.72,87,15.9994,150.36,134.3606,69.74364,64.493088,15.9994,54.8,1345,1290.2,570.88,619.296,54.8,3,16,13,10.8,6.24,16,2,6,4,3.6,1.92,2,66,198,132,118.8,63.36,66,1.17,3.44,2.27,2.532,1.0896,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,0,0,0,0,0,0,6,6,2.4,2.88,0,6,8,2,6.8,0.96,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,8,8,3.2,3.84,0,2,8,6,4.4,2.88,2,9.105,33.23,24.125,18.755,11.58,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,166,154,73.6,73.92,12,-2,3,5,3.535533906,-30.44239468,0.046583462,1.059242989,0.933709052,0.03201072,0.145505488,0.113494768,0.096853051,0.03498958,0.084239795,0.163367455,1,0,4.252867416,3.299141432,3.779835147,3.113276523,2.236801563,2.46931029,3.666475728,2.706439541,3.128527315,-29.05127777,22.56567914,23.55,41.64,14.28040264,14.52469476,14.95905455
SrMoO4,1,../data/Structures/Insulators/SrMoO4_CollCode_193794.cif,8,42,34,18.66666667,14.22222222,8,8,87,79,67.66666667,25.77777778,87,15.9994,95.96,79.9606,41.26293333,33.68471111,15.9994,54.8,2896,2841.2,694.2,852.5333333,54.8,2,16,14,12,5.333333333,16,2,5,3,3,1.333333333,2,66,195,129,102.1666667,48.22222222,66,0.95,3.44,2.49,2.811666667,0.837777778,3.44,1,2,1,1.833333333,0.277777778,2,0,4,4,2.666666667,1.777777778,4,0,5,5,0.833333333,1.388888889,0,0,0,0,0,0,0,2,6,4,5.333333333,1.111111111,6,0,1,1,0.166666667,0.277777778,0,0,2,2,1.333333333,0.888888889,2,0,5,5,0.833333333,1.388888889,0,0,0,0,0,0,0,0,6,6,2.333333333,1.222222222,2,9.105,54.23,45.125,17.72333333,12.16888889,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,83.66666667,95.55555556,12,-2,6,8,4.320493799,-51.81171428,0.088617645,1.060411969,0.734147064,0.010916374,0.145184289,0.134267915,0.116688184,0.03525727,0.149442328,0.275514932,1,0,4.034951596,4.034951596,4.034951596,1.732430794,1.732430794,1.732430794,3.129533868,2.798099989,2.948999607,-60.64492127,26.60409446,68.82704,125.638,53.2422307,2.39934142,14.55039876
Sr2FeIrO6,1,../data/Structures/Insulators/Sr2FeIrO6_CollCode_4821.cif,8,77,69,22.7,17.64,8,8,87,79,65.3,26.04,87,15.9994,192.217,176.2176,51.92984,43.116528,15.9994,54.8,2739,2684.2,697.88,771.696,54.8,2,16,14,11.7,5.16,16,2,6,4,3.2,1.44,2,66,195,129,105.9,47.88,66,0.95,3.44,2.49,2.657,0.9396,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,7,7,1.3,2.08,0,0,14,14,1.4,2.52,0,2,23,21,7.1,3.36,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,4,4,0.7,1.12,0,0,0,0,0,0,0,0,4,4,1.9,0.76,2,9.105,54.23,45.125,18.803,14.1708,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.21106628,0.379919304,0,12,229,217,97.6,102.72,12,-2,5,7,3.373323338,-36.64800217,0.082445759,1.107295152,0.792456606,0.002754302,0.122277465,0.119523163,0.081826064,0.048079796,0.146294169,,0,1,3.931553877,3.92225,3.926901939,1.984423212,1.964713438,1.974585982,3.674185384,2.743788543,2.89322362,-25.24132506,23.70631011,57,72,11.33307625,-23.05567157,12.1463798
Mn2O3,1,../data/Structures/Insulators/Mn2O3_CollCode_9091.cif,8,25,17,14.8,8.16,8,52,87,35,73,16.8,87,15.9994,54.938045,38.938645,31.574858,18.6905496,15.9994,54.8,1519,1464.2,640.48,702.816,54.8,7,16,9,12.4,4.32,16,2,4,2,2.8,0.96,2,66,139,73,95.2,35.04,66,1.55,3.44,1.89,2.684,0.9072,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,2,2.4,0,0,0,0,0,0,0,6,7,1,6.4,0.48,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,2,2.4,0,0,0,0,0,0,0,2,5,3,3.2,1.44,2,9.105,10.48758621,1.382586207,9.658034483,0.663641379,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,0.000124048,0.000148858,0,12,217,205,94,98.4,12,-2,4,6,3.380617019,-35.87759452,0.071050349,1.059208624,0.900678424,0,0.16916881,0.16916881,0.12209157,0.056492688,0.120422683,0.0730594,1,0,3.584987867,3.103829658,3.344977865,2.242270193,1.897475151,2.03250103,3.481199766,2.57847213,2.952125843,-34.65551098,24.88244473,33.668,51.21,13.23714341,11.07444466,10.43075228
NiS,1,../data/Structures/Insulators/NiS_HT_FINDSYM_CollCode_42492.cif,16,28,12,22,6,16,61,88,27,74.5,13.5,61,32.065,58.6934,26.6284,45.3792,13.3142,32.065,388.36,1728,1339.64,1058.18,669.82,388.36,10,16,6,13,3,10,3,4,1,3.5,0.5,3,105,124,19,114.5,9.5,105,1.91,2.58,0.67,2.245,0.335,1.91,2,2,0,2,0,2,0,4,4,2,2,0,0,8,8,4,4,0,0,0,0,0,0,0,6,10,4,8,2,6,0,0,0,0,0,0,0,2,2,1,1,0,0,2,2,1,1,0,0,0,0,0,0,0,2,2,0,2,0,2,10.32,25.786875,15.466875,18.0534375,7.7334375,10.32,0,2.202,2.202,1.101,1.101,0,0,0.5953947,0.5953947,0.29769735,0.29769735,0,70,225,155,147.5,77.5,70,-2,2,4,2.828427125,-20.70626543,0.025293819,1.025293819,0.974706181,0.02004536,0.10171531,0.08166995,0.060880335,0.040834975,0.05671603,0.042407424,1,0,2.6757,2.6757,2.6757,2.394416291,2.394416291,2.394416291,3.332080017,3.332080017,3.332080017,-20.43917125,20.97346487,18.168838,35.187,11.63652355,21.95593647,13.70656665
La2CuO4,1,../data/Structures/Insulators/La2CuO4_CollCode_71795.cif,8,57,49,25,19.42857143,8,13,87,74,62.57142857,28.32653061,87,15.9994,138.90547,122.90607,57.90779143,47.89530449,15.9994,54.8,1357.77,1302.97,566.1385714,584.3869388,54.8,3,16,13,11.57142857,5.06122449,16,2,6,4,3.428571429,1.632653061,2,66,207,141,115.7142857,56.81632653,66,1.1,3.44,2.34,2.551428571,1.015510204,3.44,1,2,1,1.857142857,0.244897959,2,0,4,4,2.285714286,1.959183673,4,0,10,10,1.714285714,2.367346939,0,0,0,0,0,0,0,3,11,8,5.857142857,1.632653061,6,0,1,1,0.142857143,0.244897959,0,0,2,2,1.142857143,0.979591837,2,0,9,9,2.571428571,3.673469388,0,0,0,0,0,0,0,1,9,8,3.857142857,2.93877551,2,9.105,36.8975,27.7925,17.32642857,11.18346939,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,94.42857143,94.20408163,12,-2,3,5,3.082207001,-14.33522519,0.184056086,1.288294035,0.72409472,0.051536181,0.551596582,0.500060402,0.284950355,0.185355239,0.354660829,,0,1,3.800029737,3.800029737,3.800029737,2.458309783,1.902223613,2.227146018,0.749490822,0.321,0.606660548,-27.99875941,21.05548221,20.29239,36.841,12.75925807,14.58551882,7.302019931
Ca2Fe2O5,1,../data/Structures/Insulators/Ca2Fe2O5_CollCode_15059.cif,8,26,18,14.66666667,7.407407407,8,7,87,80,62.11111111,27.65432099,87,15.9994,55.845,39.8456,30.20477778,15.78375309,15.9994,54.8,1811,1756.2,680.6666667,695.4074074,54.8,2,16,14,11.11111111,5.432098765,16,2,4,2,2.888888889,0.987654321,2,66,176,110,105.1111111,43.45679012,66,1,3.44,2.44,2.54,1,3.44,2,2,0,2,0,2,0,4,4,2.222222222,1.975308642,4,0,6,6,1.333333333,2.074074074,0,0,0,0,0,0,0,2,8,6,5.555555556,1.580246914,6,0,0,0,0,0,0,0,2,2,1.111111111,0.987654321,2,0,4,4,0.888888889,1.382716049,0,0,0,0,0,0,0,0,4,4,2,0.888888889,2,9.105,37.77,28.665,15.83611111,9.748395062,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.469036178,0.729611832,0,12,229,217,107.5555556,106.1728395,12,-2,3,5,2.936835031,-29.25492376,0.06719899,1.063118116,0.847761678,0.046093203,0.198406936,0.152313732,0.127197959,0.045601448,0.136438988,0.081921178,1,0,3.897803359,3.406897101,3.698883073,2.118192711,1.836938318,1.960396599,3.602915844,2.716143274,3.029650012,-33.61127676,25.49082599,30.651,54.91,20.36602752,13.39501284,12.45937967
Sr3WO6,1,../data/Structures/Insulators/Sr3WO6_CollCode_247338.cif,8,74,66,23.6,18.72,8,8,87,79,59.7,32.76,87,15.9994,183.84,167.8406,54.26964,45.924288,15.9994,54.8,3695,3640.2,717.38,795.096,54.8,2,16,14,10.8,6.24,16,2,6,4,3.3,1.56,2,66,195,129,114.3,57.96,66,0.95,3.44,2.49,2.585,1.026,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,4,4,0.4,0.72,0,0,14,14,1.4,2.52,0,2,20,18,6.2,2.76,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,6,6,0.6,1.08,0,0,0,0,0,0,0,0,6,6,1.8,1.08,2,9.105,54.23,45.125,23.337,18.5358,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,97.6,102.72,12,-2,6,8,3.651483717,-38.61968828,0.054651144,1.078783779,0.731993549,0.01540476,0.142572,0.127167239,0.091131237,0.021214736,0.103982932,0.234132231,1,0,5.982713741,5.717113787,5.847206911,2.141783604,1.7949814,1.930128513,3.438785628,2.44557095,2.926170825,-59.36020899,26.80444319,64.77,122.01,54.77734557,6.223374402,14.28663157
SnO2,1,../data/Structures/Insulators/SnO2_CollCode_9163.cif,8,50,42,22,18.66666667,8,80,87,7,84.66666667,3.111111111,87,15.9994,118.71,102.7106,50.23626667,45.64915556,15.9994,54.8,505.08,450.28,204.8933333,200.1244444,54.8,14,16,2,15.33333333,0.888888889,16,2,5,3,3,1.333333333,2,66,139,73,90.33333333,32.44444444,66,1.96,3.44,1.48,2.946666667,0.657777778,3.44,2,2,0,2,0,2,2,4,2,3.333333333,0.888888889,4,0,10,10,3.333333333,4.444444444,0,0,0,0,0,0,0,6,14,8,8.666666667,3.555555556,6,0,0,0,0,0,0,2,4,2,2.666666667,0.888888889,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2.666666667,0.888888889,2,9.105,33.285,24.18,17.165,10.74666667,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,141,129,55,57.33333333,12,-2,4,6,4.242640687,-44.96798678,0.097683658,1.073262744,0.853474512,0.005275905,0.170572266,0.165296361,0.115473479,0.073465049,0.171870917,0.057472129,1,0,3.709820422,3.709820422,3.709820422,2.057737019,2.051607189,2.054672104,2.905748388,2.585069821,2.798855532,-42.8476375,24.60367329,40.74,77.03,32.40850484,11.9922476,11.92210068
Fe2O3,1,../data/Structures/Insulators/Fe2O3_Hematite_CollCode_15840.cif,8,26,18,15.2,8.64,8,55,87,32,74.2,15.36,87,15.9994,55.845,39.8456,31.93764,19.125888,15.9994,54.8,1811,1756.2,757.28,842.976,54.8,8,16,8,12.8,3.84,16,2,4,2,2.8,0.96,2,66,132,66,92.4,31.68,66,1.83,3.44,1.61,2.796,0.7728,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,6,6,2.4,2.88,0,0,0,0,0,0,0,6,8,2,6.8,0.96,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,4,4,1.6,1.92,0,0,0,0,0,0,0,2,4,2,2.8,0.96,2,9.105,10.73,1.625,9.755,0.78,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.84426512,1.013118144,0,12,229,217,98.8,104.16,12,-2,3,5,3.535533906,-35.71697828,0.071517813,1.059598177,0.910602734,0.048838035,0.174345827,0.125507792,0.12414271,0.06024374,0.120635051,0.018930249,1,0,3.70527144,2.9003832,3.329207002,2.11615677,1.945668513,2.030912642,2.887891363,2.669305415,2.805035513,-34.65102695,24.8760013,30.651,54.91,19.93375078,14.07497622,10.09073306
NiO2,1,../data/Structures/Insulators/NiO2_CollCode_78698.cif,8,28,20,14.66666667,8.888888889,8,61,87,26,78.33333333,11.55555556,87,15.9994,58.6934,42.694,30.23073333,18.97511111,15.9994,54.8,1728,1673.2,612.5333333,743.6444444,54.8,10,16,6,14,2.666666667,16,2,4,2,2.666666667,0.888888889,2,66,124,58,85.33333333,25.77777778,66,1.91,3.44,1.53,2.93,0.68,3.44,2,2,0,2,0,2,0,4,4,2.666666667,1.777777778,4,0,8,8,2.666666667,3.555555556,0,0,0,0,0,0,0,6,10,4,7.333333333,1.777777778,6,0,0,0,0,0,0,0,2,2,1.333333333,0.888888889,2,0,2,2,0.666666667,0.888888889,0,0,0,0,0,0,0,2,2,0,2,0,2,9.105,10.32,1.215,9.51,0.54,9.105,0,0,0,0,0,0,0,0.5953947,0.5953947,0.1984649,0.264619867,0,12,225,213,83,94.66666667,12,-2,4,6,4.242640687,-45.50853034,0.125104452,1.093828339,0.812343322,9.63278E-17,0.190788409,0.190788409,0.127192273,0.084794848,0.23492503,0.369504164,1,0,5.049968378,5.049968378,5.049968378,1.920911144,1.920911144,1.920911144,3.214955928,2.59245878,2.903707354,-40.29958254,27.96460653,54.92,76.06,18.2885663,-1.862887257,11.08614965
Sr8Fe8O22.45104,1,../data/Structures/Insulators/SrFeO2.8_CollCode_154931.cif,8,38,30,17.98672598,11.66222731,8,8,87,79,63.90569618,26.96890065,87,15.9994,87.62,71.6206,39.1906999,27.08217003,15.9994,54.8,1811,1756.2,627.2474553,668.4885879,54.8,2,16,14,11.42275059,5.345187517,16,2,5,3,3.040283956,1.214815345,2,66,195,129,106.5710743,47.37779844,66,0.95,3.44,2.49,2.586967156,0.996148583,3.44,2,2,0,2,0,2,0,4,4,2.335545671,1.943704551,4,0,6,6,1.248340747,1.977229954,0,0,0,0,0,0,0,2,8,6,5.583886418,1.491303816,6,0,0,0,0,0,0,0,2,2,1.167772835,0.971852276,2,0,4,4,0.832227165,1.318153303,0,0,0,0,0,0,0,0,4,4,2,0.832227165,2,9.105,54.23,45.125,18.83165499,14.72973215,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.439137729,0.695544285,0,12,229,217,101.4644202,104.4741196,12,-2,3.6,5.6,3.200482364,-31.27375045,0.084157582,1.116671577,0.789606045,0,0.12240775,0.12240775,0.07344465,0.05875572,0.15,,0,1,3.901835,3.901835,3.901835,1.9509175,1.9509175,1.9509175,2.759013988,2.759013988,2.759013988,-41.68932586,20.57882264,45.2064,66.964,18.06711847,1.969969445,11.88055409
SrLaCrO4,1,../data/Structures/Insulators/LaSrCrO4_CollCode_167421.cif,8,57,49,21.57142857,15.51020408,8,8,87,79,59.71428571,31.18367347,87,15.9994,138.90547,122.90607,48.93131,37.63646857,15.9994,54.8,2180,2125.2,663.1714286,695.2816327,54.8,2,16,14,10.71428571,6.040816327,16,2,6,4,3.285714286,1.469387755,2,66,207,141,115,56,66,0.95,3.44,2.49,2.495714286,1.079183673,3.44,1,2,1,1.857142857,0.244897959,2,0,4,4,2.285714286,1.959183673,4,0,5,5,0.857142857,1.224489796,0,0,0,0,0,0,0,2,6,4,5,1.428571429,6,0,1,1,0.142857143,0.244897959,0,0,2,2,1.142857143,0.979591837,2,0,9,9,2,2.857142857,0,0,0,0,0,0,0,0,9,9,3.285714286,2.408163265,2,9.105,54.23,45.125,19.81964286,14.71091837,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,99.42857143,99.91836735,12,-2,3,5,2.977694858,-29.01020924,0.073691146,1.077596128,0.779857246,0.026313486,0.122826282,0.096512795,0.073533966,0.036143403,0.20107204,,0,1,6.816777446,6.816777446,6.816777446,2.025162,1.9235,1.974331,3.498639583,2.720239787,2.898513834,-37.85026807,22.68332973,30.959,49.16,16.08861624,14.57034924,13.21481514
Sr2VO4,1,../data/Structures/Insulators/Sr2VO4_CollCode_72219.cif,8,38,30,18.71428571,12.24489796,8,8,87,79,58.57142857,32.48979592,87,15.9994,87.62,71.6206,41.45415714,29.09115102,15.9994,54.8,2183,2128.2,643.1714286,672.4244898,54.8,2,16,14,10.42857143,6.367346939,16,2,5,3,3.142857143,1.306122449,2,66,195,129,115.2857143,56.32653061,66,0.95,3.44,2.49,2.47,1.108571429,3.44,2,2,0,2,0,2,0,4,4,2.285714286,1.959183673,4,0,3,3,0.428571429,0.734693878,0,0,0,0,0,0,0,2,6,4,4.714285714,1.551020408,6,0,0,0,0,0,0,0,2,2,1.142857143,0.979591837,2,0,7,7,1,1.714285714,0,0,0,0,0,0,0,0,7,7,2.142857143,1.387755102,2,9.105,54.23,45.125,22.55571429,18.09959184,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,103.8571429,104.9795918,12,-2,4,6,3.16227766,-31.89416654,0.071249269,1.067175245,0.775110584,0.016917337,0.122959132,0.106041795,0.068286499,0.038677312,0.203077825,0.249078301,1,0,6.84072874,6.84072874,6.84072874,1.9845116,1.9178,1.9511558,3.56328355,2.71217877,2.885746506,-44.9548491,25.72532298,46.709,65.28165,16.46766228,8.880294477,13.198821
Sr2.4La1.6Mn4O12,1,../data/Structures/Insulators/La0.4Sr0.6MnO3_HT_CollCode_236944.cif,8,57,49,18.92,13.104,8,8,87,79,64.6,26.88,87,15.9994,138.90547,122.90607,42.2140866,31.45762392,15.9994,54.8,1519,1464.2,558.12,603.984,54.8,2,16,14,11.48,5.424,16,2,6,4,3.08,1.296,2,66,207,141,107.36,49.632,66,0.95,3.44,2.49,2.576,1.0368,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1.08,1.568,0,0,0,0,0,0,0,2,7,5,5.48,1.232,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.72,2.4768,0,0,0,0,0,0,0,0,9,9,2.92,1.8048,2,9.105,54.23,45.125,17.01991724,12.1108331,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20241E-05,9.92386E-05,0,12,225,213,93.12,97.344,12,-2,3.6,5.6,3.269649482,-35.18374871,0.083678585,1.113517762,0.790803537,0.002458386,0.123342586,0.120884201,0.078154134,0.053025495,0.148911,,0,1,3.86905,3.839335263,3.854192632,1.934525,1.923844125,1.927404416,3.585939136,2.720726453,2.804882495,-43.17041347,23.46204903,44.1932,63.93,16.00069976,7.257440483,11.40634264
